crop,variety,state,quantity,production,season,cost,recommended_zone
Wheat,Pusa Prachi (Hi 1563),Uttar Pradesh,116.9,140.3,Unknown,31902.74,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal (Except Hills), Orissa, Assam And The Place Of North Eastern States In Late Sown Condition."
Wheat,Whd 943,Uttar Pradesh,116.9,140.3,Unknown,31902.74,"Punjab, Haryana, Delhi, Rajasthan (Except Kota And Udaipur Divisions), West Uttar Pradesh (Except Jhansi Divisions) Jammu And Kathua Districts Of Jammu And Kashmir, Paonta Valley And Una District Of Himachal Pradesh, And Tarai Region Of Uttarakhand."
Wheat,Mpo(Jw)  1215 (Mpo 1215),Rajasthan,116.9,140.3,120,29876.36,"Madhya Pradesh, Chhattisgarh, Gujarat And Rajasthan (Kota And Udaipur Division Only) Under Timely Sown Irrigated Condition."
Wheat,Pdw 314,Rajasthan,116.9,140.3,169,29876.36,"Punjab, Haryana, Western Uttar Pradesh, Delhi, Rajasthan (Excluding Kota & Udaipur Divisions), Tarai Regions Of Uttarakhand, Paonta Valley & Una District Of Himachal Pradesh Under Timely Sown Irrigated Conditions."
Wheat,Whd 943,Rajasthan,116.9,140.3,Unknown,29876.36,"Punjab, Haryana, Delhi, Rajasthan (Except Kota And Udaipur Divisions), West Uttar Pradesh (Except Jhansi Divisions) Jammu And Kathua Districts Of Jammu And Kashmir, Paonta Valley And Una District Of Himachal Pradesh, And Tarai Region Of Uttarakhand."
Maize,Hqpm-4,Bihar,163.4,220.1,95,19857.7,"Punjab, Haryana, Delhi, West And Central Up, Bihar, Jharkhand, Orissa, Eastern Up, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh Under Kharif Season."
Maize,Hqpm-4,Karnataka,163.4,220.1,95,20671.54,"Punjab, Haryana, Delhi, West And Central Up, Bihar, Jharkhand, Orissa, Eastern Up, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh Under Kharif Season."
Maize,Mch 36 (Hybrid) (Dkc 9099),Karnataka,163.4,220.1,99,20671.54,"Karnataka, Tamil Nadu And Maharashtra In Kharif Season Under Irrigated And Rainfed Conditions."
Maize,Dhm 119 (Bh 4062),Karnataka,163.4,220.1,Unknown,20671.54,"Andhra Pradesh, Maharashtra, Tamil Nadu And Karnataka In Kharif Season."
Maize,Hqpm-4,Rajasthan,163.4,220.1,95,19810.29,"Punjab, Haryana, Delhi, West And Central Up, Bihar, Jharkhand, Orissa, Eastern Up, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh Under Kharif Season."
Maize,Pmh 5 (Jh 3110),Rajasthan,163.4,220.1,Unknown,19810.29,"Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh In Kharif Season Under Both Irrigated And Rainfed Condition."
Maize,Pmh 4 (Jh 31153),Uttar Pradesh,163.4,220.1,Unknown,21045.11,"Punjab, Haryana, Delhi And Western Uttar Pradesh Under Irrigated Condition."
Maize,Hqpm-4,Andhra Pradesh,163.4,220.1,95,37801.85,"Punjab, Haryana, Delhi, West And Central Up, Bihar, Jharkhand, Orissa, Eastern Up, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh Under Kharif Season."
Maize,Dhm 119 (Bh 4062),Andhra Pradesh,163.4,220.1,Unknown,37801.85,"Andhra Pradesh, Maharashtra, Tamil Nadu And Karnataka In Kharif Season."
Gram,Ujjawal (Ipck2004-29),Rajasthan,133.3,165.9,103-111,12610.85,"Mp, South Rajasthan, Chhattisgarh, Maharashtra, Gujarat, Bundelkhand Region Of Up Under Irrigated Conditions During Rabi Season."
Gram,Pkv Kabuli-4,Madhya Pradesh,133.3,165.9,110,16873.17,"Maharashtra, Madhya Pradesh Under Irrigated Conditions."
Gram,Ujjawal (Ipck2004-29),Uttar Pradesh,133.3,165.9,103-111,21618.43,"Mp, South Rajasthan, Chhattisgarh, Maharashtra, Gujarat, Bundelkhand Region Of Up Under Irrigated Conditions During Rabi Season."
Gram,Ujjawal (Ipck2004-29),Maharashtra,133.3,165.9,103-111,18679.33,"Mp, South Rajasthan, Chhattisgarh, Maharashtra, Gujarat, Bundelkhand Region Of Up Under Irrigated Conditions During Rabi Season."
Gram,Pkv Kabuli-4,Maharashtra,133.3,165.9,110,18679.33,"Maharashtra, Madhya Pradesh Under Irrigated Conditions."
Gram,Mnk-1,Andhra Pradesh,133.3,165.9,Unknown,26762.09,"Karnataka, Andhra Pradesh, Orissa And Tamil Nadu In Normal Sown Rainfed As Well As Irrigated Condition."
Tur,Unknown,Uttar Pradesh,97.0,103.3,Unknown,23076.74,Unknown
Tur,Unknown,Karnataka,97.0,103.3,Unknown,16528.68,Unknown
Tur,Unknown,Gujarat,97.0,103.3,Unknown,19551.9,Unknown
Tur,Unknown,Andhra Pradesh,97.0,103.3,Unknown,24171.65,Unknown
Tur,Unknown,Maharashtra,97.0,103.3,Unknown,25270.26,Unknown
Groundnut,Kadiri Harithandhra (K 1319),Karnataka,121.1,128.6,122,17314.2,Karnataka And Maharashtra Under Timely Sown Irrigated Condition In Rabi And Summer Season.
Groundnut,Girnar - 3 (Pbs 12160),Andhra Pradesh,121.1,128.6,108,30434.61,"West Bengal, Orissa And Manipur Under Kharif Rainfed Condition."
Groundnut,Girnar - 3 (Pbs 12160),Tamil Nadu,121.1,128.6,108,30393.66,"West Bengal, Orissa And Manipur Under Kharif Rainfed Condition."
Groundnut,Girnar - 3 (Pbs 12160),Gujarat,121.1,128.6,108,30114.45,"West Bengal, Orissa And Manipur Under Kharif Rainfed Condition."
Groundnut,Kadiri Harithandhra (K 1319),Maharashtra,121.1,128.6,122,32683.46,Karnataka And Maharashtra Under Timely Sown Irrigated Condition In Rabi And Summer Season.
Cotton(Lint),Cnh012,Maharashtra,134.8,226.2,165,33116.82,"Gujarat, Maharashtra And Madhya Pradesh."
Cotton(Lint),Vbch 2231,Maharashtra,134.8,226.2,Unknown,33116.82,"Maharashtra, Gujarat, Madhya Pradesh And Orissa Under Rainfed Conditions."
Cotton(Lint),Cicr-3 (Cisa 614),Punjab,134.8,226.2,150,50828.83,"Punjab, Haryana And Uttar Pradesh Under Wilt Free Area."
Cotton(Lint),Fdk 124,Punjab,134.8,226.2,Unknown,50828.83,"Punjab, Haryana And Rajasthan Under Irrigated Condition."
Cotton(Lint),Cnh012,Andhra Pradesh,134.8,226.2,165,44756.72,"Gujarat, Maharashtra And Madhya Pradesh."
Cotton(Lint),Cnh012,Gujarat,134.8,226.2,165,42070.44,"Gujarat, Maharashtra And Madhya Pradesh."
Cotton(Lint),Vbch 2231,Gujarat,134.8,226.2,Unknown,42070.44,"Maharashtra, Gujarat, Madhya Pradesh And Orissa Under Rainfed Conditions."
Cotton(Lint),Cicr-3 (Cisa 614),Haryana,134.8,226.2,150,44018.18,"Punjab, Haryana And Uttar Pradesh Under Wilt Free Area."
Cotton(Lint),Fdk 124,Haryana,134.8,226.2,Unknown,44018.18,"Punjab, Haryana And Rajasthan Under Irrigated Condition."
Sugarcane,Karan 6 (Co 0239),Uttar Pradesh,115.6,123.2,Unknown,45239.51,"Punjab, Haryana, Rajasthan, Uttarakhand, Central And Western Uttar Pradesh."
Sugarcane,Karan 5 (Co 0124),Uttar Pradesh,115.6,123.2,Unknown,45239.51,"Punjab, Haryana, Rajasthan, Uttarakhand, Central And Western Uttar Pradesh."
Sugarcane,Co-0218,Karnataka,115.6,123.2,360,86765.77,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Sugarcane,Co-0218,Andhra Pradesh,115.6,123.2,360,91442.63,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Sugarcane,Co-0218,Maharashtra,115.6,123.2,360,85801.95,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Sugarcane,Co-0218,Tamil Nadu,115.6,123.2,360,89025.27,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Rice,Cr Dhan 501 (Iet 19189),Uttar Pradesh,164.8,206.4,152,28144.5,Semi Deep Water Condition Of Uttar Pradesh And Assam.
Rice,Chinsurah Rice (Iet 19140),Orissa,164.8,206.4,Medium,25909.05,"Andhra Pradesh, Tamil Nadu, Gujarat, Orissa, And West Bengal Under Irrigated Conditions."
Rice,Igkvr-1 (Iet 19569),Orissa,164.8,206.4,Mid-Early,25909.05,"Chhattisgarh, Madhya Pradesh And Orissa Under  Both Irrigated And Rainfed Conditions."
Rice,Igkvr-2 (Iet 19795),Orissa,164.8,206.4,Medium,25909.05,"Chhattisgarh, Bihar And Orissa Under  Both Irrigated And Rainfed Conditions."
Rice,Cr Dhan 401 (Reeta),Orissa,164.8,206.4,145-150,25909.05,"Orissa, West Bengal, Tamil Nadu And Andhra Pradesh Under Irrigated Late Sown Conditions As Well As Shallow Rainfed Lowland."
Rice,Cr Dhan 601 (Iet 18558),Orissa,164.8,206.4,160,25909.05,"Boro Area Of Orissa, West Bengal And Assam."
Rice,Chinsurah Rice (Iet 19140),West Bengal,164.8,206.4,Medium,33046.12,"Andhra Pradesh, Tamil Nadu, Gujarat, Orissa, And West Bengal Under Irrigated Conditions."
Rice,Cr Dhan 401 (Reeta),West Bengal,164.8,206.4,145-150,33046.12,"Orissa, West Bengal, Tamil Nadu And Andhra Pradesh Under Irrigated Late Sown Conditions As Well As Shallow Rainfed Lowland."
Rice,Cr Dhan 601 (Iet 18558),West Bengal,164.8,206.4,160,33046.12,"Boro Area Of Orissa, West Bengal And Assam."
Rice,Chinsurah Rice (Iet 19140),Punjab,164.8,206.4,Medium,45291.24,"Andhra Pradesh, Tamil Nadu, Gujarat, Orissa, And West Bengal Under Irrigated Conditions."
Rice,Chinsurah Rice (Iet 19140),Andhra Pradesh,164.8,206.4,Medium,46450.2,"Andhra Pradesh, Tamil Nadu, Gujarat, Orissa, And West Bengal Under Irrigated Conditions."
Rice,Cr Dhan 401 (Reeta),Andhra Pradesh,164.8,206.4,145-150,46450.2,"Orissa, West Bengal, Tamil Nadu And Andhra Pradesh Under Irrigated Late Sown Conditions As Well As Shallow Rainfed Lowland."
Wheat,Mpo(Jw)  1215 (Mpo 1215),Madhya Pradesh,119.5,150.8,120,22489.75,"Madhya Pradesh, Chhattisgarh, Gujarat And Rajasthan (Kota And Udaipur Division Only) Under Timely Sown Irrigated Condition."
Wheat,Pdw 314,Punjab,119.5,150.8,169,35423.48,"Punjab, Haryana, Western Uttar Pradesh, Delhi, Rajasthan (Excluding Kota & Udaipur Divisions), Tarai Regions Of Uttarakhand, Paonta Valley & Una District Of Himachal Pradesh Under Timely Sown Irrigated Conditions."
Wheat,Whd 943,Punjab,119.5,150.8,Unknown,35423.48,"Punjab, Haryana, Delhi, Rajasthan (Except Kota And Udaipur Divisions), West Uttar Pradesh (Except Jhansi Divisions) Jammu And Kathua Districts Of Jammu And Kashmir, Paonta Valley And Una District Of Himachal Pradesh, And Tarai Region Of Uttarakhand."
Wheat,Pdw 314,Uttar Pradesh,119.5,150.8,169,31902.74,"Punjab, Haryana, Western Uttar Pradesh, Delhi, Rajasthan (Excluding Kota & Udaipur Divisions), Tarai Regions Of Uttarakhand, Paonta Valley & Una District Of Himachal Pradesh Under Timely Sown Irrigated Conditions."
Wheat,Dbw39,Uttar Pradesh,119.5,150.8,123,31902.74,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal, Assam And Orissa Under Timely Sown Irrigated Condition."
Wheat,Pusa Prachi (Hi 1563),Uttar Pradesh,119.5,150.8,Unknown,31902.74,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal (Except Hills), Orissa, Assam And The Place Of North Eastern States In Late Sown Condition."
Wheat,Whd 943,Uttar Pradesh,119.5,150.8,Unknown,31902.74,"Punjab, Haryana, Delhi, Rajasthan (Except Kota And Udaipur Divisions), West Uttar Pradesh (Except Jhansi Divisions) Jammu And Kathua Districts Of Jammu And Kashmir, Paonta Valley And Una District Of Himachal Pradesh, And Tarai Region Of Uttarakhand."
Wheat,Mpo(Jw)  1215 (Mpo 1215),Rajasthan,119.5,150.8,120,29876.36,"Madhya Pradesh, Chhattisgarh, Gujarat And Rajasthan (Kota And Udaipur Division Only) Under Timely Sown Irrigated Condition."
Wheat,Pdw 314,Rajasthan,119.5,150.8,169,29876.36,"Punjab, Haryana, Western Uttar Pradesh, Delhi, Rajasthan (Excluding Kota & Udaipur Divisions), Tarai Regions Of Uttarakhand, Paonta Valley & Una District Of Himachal Pradesh Under Timely Sown Irrigated Conditions."
Wheat,Whd 943,Rajasthan,119.5,150.8,Unknown,29876.36,"Punjab, Haryana, Delhi, Rajasthan (Except Kota And Udaipur Divisions), West Uttar Pradesh (Except Jhansi Divisions) Jammu And Kathua Districts Of Jammu And Kashmir, Paonta Valley And Una District Of Himachal Pradesh, And Tarai Region Of Uttarakhand."
Maize,Hqpm-4,Bihar,169.1,286.0,95,19857.7,"Punjab, Haryana, Delhi, West And Central Up, Bihar, Jharkhand, Orissa, Eastern Up, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh Under Kharif Season."
Maize,Hqpm-4,Karnataka,169.1,286.0,95,20671.54,"Punjab, Haryana, Delhi, West And Central Up, Bihar, Jharkhand, Orissa, Eastern Up, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh Under Kharif Season."
Maize,Mch 36 (Hybrid) (Dkc 9099),Karnataka,169.1,286.0,99,20671.54,"Karnataka, Tamil Nadu And Maharashtra In Kharif Season Under Irrigated And Rainfed Conditions."
Maize,Dhm 119 (Bh 4062),Karnataka,169.1,286.0,Unknown,20671.54,"Andhra Pradesh, Maharashtra, Tamil Nadu And Karnataka In Kharif Season."
Maize,Hqpm-4,Rajasthan,169.1,286.0,95,19810.29,"Punjab, Haryana, Delhi, West And Central Up, Bihar, Jharkhand, Orissa, Eastern Up, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh Under Kharif Season."
Maize,Pmh 5 (Jh 3110),Rajasthan,169.1,286.0,Unknown,19810.29,"Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh In Kharif Season Under Both Irrigated And Rainfed Condition."
Maize,Pmh 4 (Jh 31153),Uttar Pradesh,169.1,286.0,Unknown,21045.11,"Punjab, Haryana, Delhi And Western Uttar Pradesh Under Irrigated Condition."
Maize,Hqpm-4,Andhra Pradesh,169.1,286.0,95,37801.85,"Punjab, Haryana, Delhi, West And Central Up, Bihar, Jharkhand, Orissa, Eastern Up, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat And Chhattisgarh Under Kharif Season."
Maize,Dhm 119 (Bh 4062),Andhra Pradesh,169.1,286.0,Unknown,37801.85,"Andhra Pradesh, Maharashtra, Tamil Nadu And Karnataka In Kharif Season."
Gram,Ujjawal (Ipck2004-29),Rajasthan,149.9,182.5,103-111,12610.85,"Mp, South Rajasthan, Chhattisgarh, Maharashtra, Gujarat, Bundelkhand Region Of Up Under Irrigated Conditions During Rabi Season."
Gram,Pkv Kabuli-4,Madhya Pradesh,149.9,182.5,110,16873.17,"Maharashtra, Madhya Pradesh Under Irrigated Conditions."
Gram,Ujjawal (Ipck2004-29),Uttar Pradesh,149.9,182.5,103-111,21618.43,"Mp, South Rajasthan, Chhattisgarh, Maharashtra, Gujarat, Bundelkhand Region Of Up Under Irrigated Conditions During Rabi Season."
Gram,Ujjawal (Ipck2004-29),Maharashtra,149.9,182.5,103-111,18679.33,"Mp, South Rajasthan, Chhattisgarh, Maharashtra, Gujarat, Bundelkhand Region Of Up Under Irrigated Conditions During Rabi Season."
Gram,Pkv Kabuli-4,Maharashtra,149.9,182.5,110,18679.33,"Maharashtra, Madhya Pradesh Under Irrigated Conditions."
Gram,Mnk-1,Andhra Pradesh,149.9,182.5,Unknown,26762.09,"Karnataka, Andhra Pradesh, Orissa And Tamil Nadu In Normal Sown Rainfed As Well As Irrigated Condition."
Tur,Unknown,Uttar Pradesh,122.2,119.9,Unknown,23076.74,Unknown
Tur,Unknown,Karnataka,122.2,119.9,Unknown,16528.68,Unknown
Tur,Unknown,Gujarat,122.2,119.9,Unknown,19551.9,Unknown
Tur,Unknown,Andhra Pradesh,122.2,119.9,Unknown,24171.65,Unknown
Tur,Unknown,Maharashtra,122.2,119.9,Unknown,25270.26,Unknown
Groundnut,Kadiri Harithandhra (K 1319),Karnataka,129.5,195.7,122,17314.2,Karnataka And Maharashtra Under Timely Sown Irrigated Condition In Rabi And Summer Season.
Groundnut,Girnar - 3 (Pbs 12160),Andhra Pradesh,129.5,195.7,108,30434.61,"West Bengal, Orissa And Manipur Under Kharif Rainfed Condition."
Groundnut,Girnar - 3 (Pbs 12160),Tamil Nadu,129.5,195.7,108,30393.66,"West Bengal, Orissa And Manipur Under Kharif Rainfed Condition."
Groundnut,Girnar - 3 (Pbs 12160),Gujarat,129.5,195.7,108,30114.45,"West Bengal, Orissa And Manipur Under Kharif Rainfed Condition."
Groundnut,Kadiri Harithandhra (K 1319),Maharashtra,129.5,195.7,122,32683.46,Karnataka And Maharashtra Under Timely Sown Irrigated Condition In Rabi And Summer Season.
Cotton(Lint),Cnh012,Maharashtra,149.5,310.8,165,33116.82,"Gujarat, Maharashtra And Madhya Pradesh."
Cotton(Lint),Vbch 2231,Maharashtra,149.5,310.8,Unknown,33116.82,"Maharashtra, Gujarat, Madhya Pradesh And Orissa Under Rainfed Conditions."
Cotton(Lint),Cicr-3 (Cisa 614),Punjab,149.5,310.8,150,50828.83,"Punjab, Haryana And Uttar Pradesh Under Wilt Free Area."
Cotton(Lint),Fdk 124,Punjab,149.5,310.8,Unknown,50828.83,"Punjab, Haryana And Rajasthan Under Irrigated Condition."
Cotton(Lint),Cnh012,Andhra Pradesh,149.5,310.8,165,44756.72,"Gujarat, Maharashtra And Madhya Pradesh."
Cotton(Lint),Cnh012,Gujarat,149.5,310.8,165,42070.44,"Gujarat, Maharashtra And Madhya Pradesh."
Cotton(Lint),Vbch 2231,Gujarat,149.5,310.8,Unknown,42070.44,"Maharashtra, Gujarat, Madhya Pradesh And Orissa Under Rainfed Conditions."
Cotton(Lint),Cicr-3 (Cisa 614),Haryana,149.5,310.8,150,44018.18,"Punjab, Haryana And Uttar Pradesh Under Wilt Free Area."
Cotton(Lint),Fdk 124,Haryana,149.5,310.8,Unknown,44018.18,"Punjab, Haryana And Rajasthan Under Irrigated Condition."
Sugarcane,Karan 6 (Co 0239),Uttar Pradesh,135.2,144.3,Unknown,45239.51,"Punjab, Haryana, Rajasthan, Uttarakhand, Central And Western Uttar Pradesh."
Sugarcane,Karan 5 (Co 0124),Uttar Pradesh,135.2,144.3,Unknown,45239.51,"Punjab, Haryana, Rajasthan, Uttarakhand, Central And Western Uttar Pradesh."
Sugarcane,Co-0218,Karnataka,135.2,144.3,360,86765.77,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Sugarcane,Co-0218,Andhra Pradesh,135.2,144.3,360,91442.63,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Sugarcane,Co-0218,Maharashtra,135.2,144.3,360,85801.95,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
Sugarcane,Co-0218,Tamil Nadu,135.2,144.3,360,89025.27,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh."
